"Status","Year","Age","Ethnicity","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Asian","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Kent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Lancashire","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Northumberland, and Tyne and Wear","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - South","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - West and North West","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Outer London - West and North West","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Shropshire and Staffordshire","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","South Yorkshire","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Surrey, East and West Sussex","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Tees Valley and Durham","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Central Scotland","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Midlands","Heterosexual / straight","80","[c]","30160","23640"
"New entrant CS","2023","40-49","Asian","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Midlands","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Wales and The Valleys","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Yorkshire","Heterosexual / straight","35","[c]","27020","25580"
"New entrant CS","2023","40-49","Asian","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Bedfordshire and Hertfordshire","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Derbyshire and Nottinghamshire","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Devon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Anglia","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Wales","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Eastern Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Essex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Greater Manchester","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Hampshire and Isle of Wight","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Inner London - East","Heterosexual / straight","35","[c]","38220","32320"
"New entrant CS","2023","40-49","Black","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Inner London - East","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Inner London - West","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Kent","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Kent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Northumberland, and Tyne and Wear","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - East and North East","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - South","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - West and North West","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","South Yorkshire","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Surrey, East and West Sussex","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Central Scotland","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Midlands","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Wales and The Valleys","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Yorkshire","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
