"Status","Year","Ethnicity","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Mixed","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Geography","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Outside London","Female","60","[c]","24420","22520"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Outside London","Male","45","[c]","25660","23640"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Overseas","Female","[c]","[c]","[c]","[c]"
